도시명,위도,경도,사고건수,발생월
경남 양산시,35.3349979,129.0370582,99,8
경남 양산시,35.3349979,129.0370582,97,9
경남 양산시,35.3349979,129.0370582,121,10
경남 양산시,35.3349979,129.0370582,110,11
경남 양산시,35.3349979,129.0370582,103,12
경남 고성군,34.9732784,128.322233,7,1
경남 고성군,34.9732784,128.322233,10,2
경남 고성군,34.9732784,128.322233,10,3
경남 고성군,34.9732784,128.322233,16,4
경남 고성군,34.9732784,128.322233,21,5
경남 고성군,34.9732784,128.322233,15,6
경남 고성군,34.9732784,128.322233,20,7
경남 고성군,34.9732784,128.322233,18,8
경남 고성군,34.9732784,128.322233,6,9
경남 고성군,34.9732784,128.322233,18,10
경남 고성군,34.9732784,128.322233,21,11
경남 고성군,34.9732784,128.322233,16,12
경남 사천시,35.003468,128.064562,43,1
경남 사천시,35.003468,128.064562,32,2
경남 사천시,35.003468,128.064562,46,3
경남 사천시,35.003468,128.064562,44,4
경남 사천시,35.003468,128.064562,32,5
경남 사천시,35.003468,128.064562,43,6
경남 사천시,35.003468,128.064562,39,7
경남 사천시,35.003468,128.064562,64,8
경남 사천시,35.003468,128.064562,39,9
경남 사천시,35.003468,128.064562,46,10
경남 사천시,35.003468,128.064562,34,11
경남 사천시,35.003468,128.064562,42,12
경남 남해군,34.8374437,127.8925589,15,1
경남 남해군,34.8374437,127.8925589,8,2
경남 남해군,34.8374437,127.8925589,5,3
경남 남해군,34.8374437,127.8925589,17,4
경남 남해군,34.8374437,127.8925589,16,5
경남 남해군,34.8374437,127.8925589,14,6
경남 남해군,34.8374437,127.8925589,5,7
경남 남해군,34.8374437,127.8925589,19,8
경남 남해군,34.8374437,127.8925589,13,9
경남 남해군,34.8374437,127.8925589,15,10
경남 남해군,34.8374437,127.8925589,14,11
경남 남해군,34.8374437,127.8925589,15,12
경남 하동군,35.0670735,127.7516778,22,1
경남 하동군,35.0670735,127.7516778,13,2
경남 하동군,35.0670735,127.7516778,11,3
경남 하동군,35.0670735,127.7516778,18,4
경남 하동군,35.0670735,127.7516778,14,5
경남 하동군,35.0670735,127.7516778,12,6
경남 하동군,35.0670735,127.7516778,12,7
경남 하동군,35.0670735,127.7516778,14,8
경남 하동군,35.0670735,127.7516778,11,9
경남 하동군,35.0670735,127.7516778,17,10
경남 하동군,35.0670735,127.7516778,16,11
경남 하동군,35.0670735,127.7516778,9,12
경남 산청군,35.4154624,127.873663,11,1
경남 산청군,35.4154624,127.873663,8,2
경남 산청군,35.4154624,127.873663,9,3
경남 산청군,35.4154624,127.873663,11,4
경남 산청군,35.4154624,127.873663,17,5
경남 산청군,35.4154624,127.873663,6,6
경남 산청군,35.4154624,127.873663,8,7
경남 산청군,35.4154624,127.873663,15,8
경남 산청군,35.4154624,127.873663,13,9
경남 산청군,35.4154624,127.873663,10,10
경남 산청군,35.4154624,127.873663,18,11
경남 산청군,35.4154624,127.873663,9,12
경남 함양군,35.5204145,127.7252966,13,1
경남 함양군,35.5204145,127.7252966,14,2
경남 함양군,35.5204145,127.7252966,15,3
경남 함양군,35.5204145,127.7252966,8,4
경남 함양군,35.5204145,127.7252966,15,5
경남 함양군,35.5204145,127.7252966,19,6
경남 함양군,35.5204145,127.7252966,15,7
경남 함양군,35.5204145,127.7252966,18,8
경남 함양군,35.5204145,127.7252966,23,9
경남 함양군,35.5204145,127.7252966,20,10
경남 함양군,35.5204145,127.7252966,17,11
경남 함양군,35.5204145,127.7252966,9,12
경남 거창군,35.6872871,127.9138505,13,1
경남 거창군,35.6872871,127.9138505,11,2
경남 거창군,35.6872871,127.9138505,13,3
경남 거창군,35.6872871,127.9138505,17,4
경남 거창군,35.6872871,127.9138505,13,5
경남 거창군,35.6872871,127.9138505,20,6
경남 거창군,35.6872871,127.9138505,11,7
경남 거창군,35.6872871,127.9138505,8,8
경남 거창군,35.6872871,127.9138505,16,9
경남 거창군,35.6872871,127.9138505,13,10
경남 거창군,35.6872871,127.9138505,19,11
경남 거창군,35.6872871,127.9138505,8,12
경남 합천군,35.5664445,128.1658334,14,1
경남 합천군,35.5664445,128.1658334,13,2
경남 합천군,35.5664445,128.1658334,5,3
경남 합천군,35.5664445,128.1658334,18,4
경남 합천군,35.5664445,128.1658334,12,5
경남 합천군,35.5664445,128.1658334,19,6
경남 합천군,35.5664445,128.1658334,9,7
경남 합천군,35.5664445,128.1658334,13,8
경남 합천군,35.5664445,128.1658334,19,9
경남 합천군,35.5664445,128.1658334,14,10
경남 합천군,35.5664445,128.1658334,13,11
경남 합천군,35.5664445,128.1658334,11,12
제주 제주시,33.4998289,126.5313902,242,1
제주 제주시,33.4998289,126.5313902,192,2
제주 제주시,33.4998289,126.5313902,261,3
제주 제주시,33.4998289,126.5313902,216,4
제주 제주시,33.4998289,126.5313902,256,5
제주 제주시,33.4998289,126.5313902,230,6
제주 제주시,33.4998289,126.5313902,245,7
제주 제주시,33.4998289,126.5313902,249,8
제주 제주시,33.4998289,126.5313902,264,9
제주 제주시,33.4998289,126.5313902,220,10
제주 제주시,33.4998289,126.5313902,264,11
제주 제주시,33.4998289,126.5313902,214,12
제주 서귀포시,33.252845,126.5610278,91,1
제주 서귀포시,33.252845,126.5610278,78,2
제주 서귀포시,33.252845,126.5610278,96,3
제주 서귀포시,33.252845,126.5610278,86,4
제주 서귀포시,33.252845,126.5610278,91,5
제주 서귀포시,33.252845,126.5610278,95,6
제주 서귀포시,33.252845,126.5610278,103,7
제주 서귀포시,33.252845,126.5610278,108,8
제주 서귀포시,33.252845,126.5610278,93,9
제주 서귀포시,33.252845,126.5610278,100,10
제주 서귀포시,33.252845,126.5610278,75,11
제주 서귀포시,33.252845,126.5610278,94,12
대구 중구,35.8760013,128.5960548,53,1
대구 중구,35.8760013,128.5960548,61,2
대구 중구,35.8760013,128.5960548,67,3
대구 중구,35.8760013,128.5960548,45,4
대구 중구,35.8760013,128.5960548,52,5
대구 중구,35.8760013,128.5960548,72,6
대구 중구,35.8760013,128.5960548,68,7
대구 중구,35.8760013,128.5960548,46,8
대구 중구,35.8760013,128.5960548,58,9
대구 중구,35.8760013,128.5960548,60,10
대구 중구,35.8760013,128.5960548,64,11
대구 중구,35.8760013,128.5960548,64,12
대구 동구,35.8865,128.6355,114,1
대구 동구,35.8865,128.6355,93,2
대구 동구,35.8865,128.6355,111,3
대구 동구,35.8865,128.6355,122,4
대구 동구,35.8865,128.6355,118,5
대구 동구,35.8865,128.6355,112,6
대구 동구,35.8865,128.6355,131,7
대구 동구,35.8865,128.6355,125,8
대구 동구,35.8865,128.6355,111,9
대구 동구,35.8865,128.6355,131,10
대구 동구,35.8865,128.6355,142,11
대구 동구,35.8865,128.6355,165,12
대구 서구,35.8716,128.5591,75,1
대구 서구,35.8716,128.5591,59,2
대구 서구,35.8716,128.5591,66,3
대구 서구,35.8716,128.5591,68,4
대구 서구,35.8716,128.5591,78,5
대구 서구,35.8716,128.5591,76,6
대구 서구,35.8716,128.5591,86,7
대구 서구,35.8716,128.5591,79,8
대구 서구,35.8716,128.5591,65,9
대구 서구,35.8716,128.5591,67,10
대구 서구,35.8716,128.5591,87,11
대구 서구,35.8716,128.5591,77,12
대구 남구,35.845728,128.5977207,32,1
대구 남구,35.845728,128.5977207,21,2
대구 남구,35.845728,128.5977207,41,3
대구 남구,35.845728,128.5977207,33,4
대구 남구,35.845728,128.5977207,44,5
대구 남구,35.845728,128.5977207,40,6
대구 남구,35.845728,128.5977207,41,7
대구 남구,35.845728,128.5977207,45,8
대구 남구,35.845728,128.5977207,51,9
대구 남구,35.845728,128.5977207,39,10
대구 남구,35.845728,128.5977207,45,11
대구 남구,35.845728,128.5977207,43,12
대구 북구,35.8762821,128.5971184,143,1
대구 북구,35.8762821,128.5971184,135,2
대구 북구,35.8762821,128.5971184,131,3
대구 북구,35.8762821,128.5971184,136,4
대구 북구,35.8762821,128.5971184,146,5
대구 북구,35.8762821,128.5971184,149,6
대구 북구,35.8762821,128.5971184,155,7
대구 북구,35.8762821,128.5971184,133,8
대구 북구,35.8762821,128.5971184,161,9
대구 북구,35.8762821,128.5971184,142,10
대구 북구,35.8762821,128.5971184,165,11
대구 북구,35.8762821,128.5971184,130,12
대구 수성구,35.8584,128.6305,147,1
대구 수성구,35.8584,128.6305,133,2
대구 수성구,35.8584,128.6305,130,3
대구 수성구,35.8584,128.6305,145,4
대구 수성구,35.8584,128.6305,151,5
대구 수성구,35.8584,128.6305,134,6
대구 수성구,35.8584,128.6305,158,7
대구 수성구,35.8584,128.6305,157,8
대구 수성구,35.8584,128.6305,175,9
대구 수성구,35.8584,128.6305,177,10
대구 수성구,35.8584,128.6305,160,11
대구 수성구,35.8584,128.6305,150,12
대구 달서구,35.8297006,128.533094,181,1
대구 달서구,35.8297006,128.533094,173,2
대구 달서구,35.8297006,128.533094,181,3
대구 달서구,35.8297006,128.533094,190,4
대구 달서구,35.8297006,128.533094,179,5
대구 달서구,35.8297006,128.533094,174,6
대구 달서구,35.8297006,128.533094,177,7
대구 달서구,35.8297006,128.533094,190,8
대구 달서구,35.8297006,128.533094,193,9
대구 달서구,35.8297006,128.533094,193,10
대구 달서구,35.8297006,128.533094,171,11
대구 달서구,35.8297006,128.533094,177,12
대구 달성군,35.7753,128.4312,59,1
대구 달성군,35.7753,128.4312,67,2
대구 달성군,35.7753,128.4312,68,3
대구 달성군,35.7753,128.4312,72,4
대구 달성군,35.7753,128.4312,86,5
대구 달성군,35.7753,128.4312,75,6
대구 달성군,35.7753,128.4312,65,7
대구 달성군,35.7753,128.4312,68,8
대구 달성군,35.7753,128.4312,65,9
대구 달성군,35.7753,128.4312,84,10
대구 달성군,35.7753,128.4312,75,11
대구 달성군,35.7753,128.4312,62,12
대구 군위군,36.2425017,128.5732027,8,1
대구 군위군,36.2425017,128.5732027,4,2
대구 군위군,36.2425017,128.5732027,7,3
대구 군위군,36.2425017,128.5732027,10,4
대구 군위군,36.2425017,128.5732027,10,5
대구 군위군,36.2425017,128.5732027,8,6
대구 군위군,36.2425017,128.5732027,7,7
대구 군위군,36.2425017,128.5732027,13,8
대구 군위군,36.2425017,128.5732027,15,9
대구 군위군,36.2425017,128.5732027,9,10
대구 군위군,36.2425017,128.5732027,11,11
대구 군위군,36.2425017,128.5732027,9,12
인천 중구,37.4765694,126.6173655,47,1
인천 중구,37.4765694,126.6173655,39,2
인천 중구,37.4765694,126.6173655,69,3
인천 중구,37.4765694,126.6173655,51,4
인천 중구,37.4765694,126.6173655,66,5
인천 중구,37.4765694,126.6173655,62,6
인천 중구,37.4765694,126.6173655,68,7
인천 중구,37.4765694,126.6173655,57,8
인천 중구,37.4765694,126.6173655,69,9
인천 중구,37.4765694,126.6173655,63,10
인천 중구,37.4765694,126.6173655,56,11
인천 중구,37.4765694,126.6173655,53,12
인천 동구,37.4736019,126.643227,8,1
인천 동구,37.4736019,126.643227,12,2
인천 동구,37.4736019,126.643227,11,3
인천 동구,37.4736019,126.643227,14,4
인천 동구,37.4736019,126.643227,12,5
인천 동구,37.4736019,126.643227,15,6
인천 동구,37.4736019,126.643227,14,7
인천 동구,37.4736019,126.643227,12,8
인천 동구,37.4736019,126.643227,12,9
인천 동구,37.4736019,126.643227,9,10
인천 동구,37.4736019,126.643227,13,11
인천 동구,37.4736019,126.643227,14,12
인천 미추홀구,37.4636,126.6502,107,1
인천 미추홀구,37.4636,126.6502,94,2
인천 미추홀구,37.4636,126.6502,104,3
인천 미추홀구,37.4636,126.6502,99,4
인천 미추홀구,37.4636,126.6502,123,5
인천 미추홀구,37.4636,126.6502,107,6
인천 미추홀구,37.4636,126.6502,121,7
인천 미추홀구,37.4636,126.6502,125,8
인천 미추홀구,37.4636,126.6502,124,9
인천 미추홀구,37.4636,126.6502,119,10
인천 미추홀구,37.4636,126.6502,125,11
인천 미추홀구,37.4636,126.6502,116,12
인천 부평구,37.5070221,126.7220068,100,1
인천 부평구,37.5070221,126.7220068,101,2
인천 부평구,37.5070221,126.7220068,98,3
인천 부평구,37.5070221,126.7220068,124,4
인천 부평구,37.5070221,126.7220068,86,5
인천 부평구,37.5070221,126.7220068,98,6
인천 부평구,37.5070221,126.7220068,84,7
인천 부평구,37.5070221,126.7220068,97,8
인천 부평구,37.5070221,126.7220068,109,9
인천 부평구,37.5070221,126.7220068,118,10
인천 부평구,37.5070221,126.7220068,106,11
인천 부평구,37.5070221,126.7220068,125,12
인천 남동구,37.446902,126.7315126,100,1
인천 남동구,37.446902,126.7315126,116,2
인천 남동구,37.446902,126.7315126,132,3
인천 남동구,37.446902,126.7315126,131,4
인천 남동구,37.446902,126.7315126,137,5
인천 남동구,37.446902,126.7315126,141,6
인천 남동구,37.446902,126.7315126,142,7
인천 남동구,37.446902,126.7315126,125,8
인천 남동구,37.446902,126.7315126,150,9
인천 남동구,37.446902,126.7315126,140,10
인천 남동구,37.446902,126.7315126,143,11
인천 남동구,37.446902,126.7315126,134,12
인천 서구,37.545,126.676,105,1
인천 서구,37.545,126.676,105,2
인천 서구,37.545,126.676,128,3
인천 서구,37.545,126.676,107,4
인천 서구,37.545,126.676,149,5
인천 서구,37.545,126.676,112,6
인천 서구,37.545,126.676,115,7
인천 서구,37.545,126.676,115,8
인천 서구,37.545,126.676,140,9
인천 서구,37.545,126.676,130,10
인천 서구,37.545,126.676,141,11
인천 서구,37.545,126.676,125,12
인천 연수구,37.4098,126.6787,53,1
인천 연수구,37.4098,126.6787,54,2
인천 연수구,37.4098,126.6787,37,3
인천 연수구,37.4098,126.6787,59,4
인천 연수구,37.4098,126.6787,58,5
인천 연수구,37.4098,126.6787,54,6
인천 연수구,37.4098,126.6787,48,7
인천 연수구,37.4098,126.6787,52,8
인천 연수구,37.4098,126.6787,65,9
인천 연수구,37.4098,126.6787,49,10
인천 연수구,37.4098,126.6787,59,11
인천 연수구,37.4098,126.6787,34,12
인천 계양구,37.5373539,126.7379078,48,1
인천 계양구,37.5373539,126.7379078,45,2
인천 계양구,37.5373539,126.7379078,59,3
인천 계양구,37.5373539,126.7379078,62,4
인천 계양구,37.5373539,126.7379078,67,5
인천 계양구,37.5373539,126.7379078,58,6
인천 계양구,37.5373539,126.7379078,55,7
인천 계양구,37.5373539,126.7379078,61,8
인천 계양구,37.5373539,126.7379078,88,9
인천 계양구,37.5373539,126.7379078,70,10
인천 계양구,37.5373539,126.7379078,55,11
인천 계양구,37.5373539,126.7379078,37,12
인천 강화군,37.746,126.488,9,1
인천 강화군,37.746,126.488,8,2
인천 강화군,37.746,126.488,9,3
인천 강화군,37.746,126.488,14,4
인천 강화군,37.746,126.488,16,5
인천 강화군,37.746,126.488,12,6
인천 강화군,37.746,126.488,11,7
인천 강화군,37.746,126.488,21,8
인천 강화군,37.746,126.488,31,9
인천 강화군,37.746,126.488,26,10
인천 강화군,37.746,126.488,30,11
인천 강화군,37.746,126.488,29,12
인천 옹진군,37.533,126.429,2,1
인천 옹진군,37.533,126.429,1,2
인천 옹진군,37.533,126.429,1,3
인천 옹진군,37.533,126.429,5,5
인천 옹진군,37.533,126.429,5,6
인천 옹진군,37.533,126.429,1,7
인천 옹진군,37.533,126.429,5,8
인천 옹진군,37.533,126.429,2,9
인천 옹진군,37.533,126.429,3,10
인천 옹진군,37.533,126.429,1,11
인천 옹진군,37.533,126.429,1,12
광주 동구,35.1659931,126.909777,36,1
광주 동구,35.1659931,126.909777,29,2
광주 동구,35.1659931,126.909777,41,3
광주 동구,35.1659931,126.909777,39,4
광주 동구,35.1659931,126.909777,46,5
광주 동구,35.1659931,126.909777,37,6
광주 동구,35.1659931,126.909777,43,7
광주 동구,35.1659931,126.909777,35,8
광주 동구,35.1659931,126.909777,38,9
광주 동구,35.1659931,126.909777,44,10
광주 동구,35.1659931,126.909777,24,11
광주 동구,35.1659931,126.909777,36,12
광주 서구,35.1521401,126.8900561,134,1
광주 서구,35.1521401,126.8900561,125,2
광주 서구,35.1521401,126.8900561,127,3
광주 서구,35.1521401,126.8900561,133,4
광주 서구,35.1521401,126.8900561,183,5
광주 서구,35.1521401,126.8900561,121,6
광주 서구,35.1521401,126.8900561,153,7
광주 서구,35.1521401,126.8900561,125,8
광주 서구,35.1521401,126.8900561,152,9
광주 서구,35.1521401,126.8900561,152,10
광주 서구,35.1521401,126.8900561,149,11
광주 서구,35.1521401,126.8900561,158,12
광주 북구,35.1670444,126.9106882,143,1
광주 북구,35.1670444,126.9106882,160,2
광주 북구,35.1670444,126.9106882,195,3
광주 북구,35.1670444,126.9106882,169,4
광주 북구,35.1670444,126.9106882,206,5
광주 북구,35.1670444,126.9106882,157,6
광주 북구,35.1670444,126.9106882,184,7
광주 북구,35.1670444,126.9106882,190,8
광주 북구,35.1670444,126.9106882,168,9
광주 북구,35.1670444,126.9106882,184,10
광주 북구,35.1670444,126.9106882,190,11
광주 북구,35.1670444,126.9106882,178,12
광주 광산구,35.1396428,126.7938232,152,1
광주 광산구,35.1396428,126.7938232,139,2
광주 광산구,35.1396428,126.7938232,166,3
광주 광산구,35.1396428,126.7938232,156,4
광주 광산구,35.1396428,126.7938232,184,5
광주 광산구,35.1396428,126.7938232,141,6
광주 광산구,35.1396428,126.7938232,151,7
광주 광산구,35.1396428,126.7938232,179,8
광주 광산구,35.1396428,126.7938232,158,9
광주 광산구,35.1396428,126.7938232,142,10
광주 광산구,35.1396428,126.7938232,176,11
광주 광산구,35.1396428,126.7938232,149,12
광주 남구,35.1327,126.9025,56,1
광주 남구,35.1327,126.9025,52,2
광주 남구,35.1327,126.9025,58,3
광주 남구,35.1327,126.9025,63,4
광주 남구,35.1327,126.9025,68,5
광주 남구,35.1327,126.9025,68,6
광주 남구,35.1327,126.9025,63,7
광주 남구,35.1327,126.9025,58,8
광주 남구,35.1327,126.9025,59,9
광주 남구,35.1327,126.9025,64,10
광주 남구,35.1327,126.9025,64,11
광주 남구,35.1327,126.9025,58,12
대전 동구,36.3322464,127.4346482,83,1
대전 동구,36.3322464,127.4346482,76,2
대전 동구,36.3322464,127.4346482,104,3
대전 동구,36.3322464,127.4346482,96,4
대전 동구,36.3322464,127.4346482,87,5
대전 동구,36.3322464,127.4346482,93,6
대전 동구,36.3322464,127.4346482,92,7
대전 동구,36.3322464,127.4346482,109,8
대전 동구,36.3322464,127.4346482,110,9
대전 동구,36.3322464,127.4346482,89,10
대전 동구,36.3322464,127.4346482,97,11
대전 동구,36.3322464,127.4346482,96,12
대전 중구,36.3254103,127.4211723,84,1
대전 중구,36.3254103,127.4211723,90,2
대전 중구,36.3254103,127.4211723,96,3
대전 중구,36.3254103,127.4211723,85,4
대전 중구,36.3254103,127.4211723,96,5
대전 중구,36.3254103,127.4211723,108,6
대전 중구,36.3254103,127.4211723,93,7
대전 중구,36.3254103,127.4211723,102,8
대전 중구,36.3254103,127.4211723,93,9
대전 중구,36.3254103,127.4211723,103,10
대전 중구,36.3254103,127.4211723,98,11
대전 중구,36.3254103,127.4211723,85,12
대전 서구,36.3551786,127.3838487,188,1
대전 서구,36.3551786,127.3838487,197,2
대전 서구,36.3551786,127.3838487,216,3
대전 서구,36.3551786,127.3838487,203,4
대전 서구,36.3551786,127.3838487,234,5
대전 서구,36.3551786,127.3838487,201,6
대전 서구,36.3551786,127.3838487,186,7
대전 서구,36.3551786,127.3838487,221,8
대전 서구,36.3551786,127.3838487,222,9
대전 서구,36.3551786,127.3838487,208,10
대전 서구,36.3551786,127.3838487,195,11
대전 서구,36.3551786,127.3838487,222,12
대전 유성구,36.3620732,127.3564099,129,1
대전 유성구,36.3620732,127.3564099,128,2
대전 유성구,36.3620732,127.3564099,160,3
대전 유성구,36.3620732,127.3564099,163,4
대전 유성구,36.3620732,127.3564099,179,5
대전 유성구,36.3620732,127.3564099,152,6
대전 유성구,36.3620732,127.3564099,174,7
대전 유성구,36.3620732,127.3564099,165,8
대전 유성구,36.3620732,127.3564099,140,9
대전 유성구,36.3620732,127.3564099,174,10
대전 유성구,36.3620732,127.3564099,186,11
대전 유성구,36.3620732,127.3564099,116,12
대전 대덕구,36.3465766,127.4158483,60,1
대전 대덕구,36.3465766,127.4158483,56,2
대전 대덕구,36.3465766,127.4158483,77,3
대전 대덕구,36.3465766,127.4158483,66,4
대전 대덕구,36.3465766,127.4158483,93,5
대전 대덕구,36.3465766,127.4158483,75,6
대전 대덕구,36.3465766,127.4158483,73,7
대전 대덕구,36.3465766,127.4158483,58,8
대전 대덕구,36.3465766,127.4158483,85,9
대전 대덕구,36.3465766,127.4158483,88,10
대전 대덕구,36.3465766,127.4158483,77,11
대전 대덕구,36.3465766,127.4158483,58,12
울산 중구,35.5693863,129.3327997,48,1
울산 중구,35.5693863,129.3327997,61,2
울산 중구,35.5693863,129.3327997,46,3
울산 중구,35.5693863,129.3327997,61,4
울산 중구,35.5693863,129.3327997,57,5
울산 중구,35.5693863,129.3327997,61,6
울산 중구,35.5693863,129.3327997,63,7
울산 중구,35.5693863,129.3327997,51,8
울산 중구,35.5693863,129.3327997,60,9
울산 중구,35.5693863,129.3327997,63,10
울산 중구,35.5693863,129.3327997,52,11
울산 중구,35.5693863,129.3327997,54,12
울산 남구,35.4984869,129.3459362,92,1
울산 남구,35.4984869,129.3459362,84,2
울산 남구,35.4984869,129.3459362,85,3
울산 남구,35.4984869,129.3459362,111,4
울산 남구,35.4984869,129.3459362,106,5
울산 남구,35.4984869,129.3459362,101,6
울산 남구,35.4984869,129.3459362,93,7
울산 남구,35.4984869,129.3459362,63,8
울산 남구,35.4984869,129.3459362,90,9
울산 남구,35.4984869,129.3459362,102,10
울산 남구,35.4984869,129.3459362,91,11
울산 남구,35.4984869,129.3459362,86,12
울산 동구,35.5046663,129.4170114,19,1
울산 동구,35.5046663,129.4170114,26,2
울산 동구,35.5046663,129.4170114,35,3
울산 동구,35.5046663,129.4170114,30,4
울산 동구,35.5046663,129.4170114,36,5
울산 동구,35.5046663,129.4170114,34,6
울산 동구,35.5046663,129.4170114,36,7
울산 동구,35.5046663,129.4170114,31,8
울산 동구,35.5046663,129.4170114,25,9
울산 동구,35.5046663,129.4170114,31,10
울산 동구,35.5046663,129.4170114,37,11
울산 동구,35.5046663,129.4170114,27,12
울산 북구,35.5826,129.3604,59,1
울산 북구,35.5826,129.3604,50,2
울산 북구,35.5826,129.3604,59,3
울산 북구,35.5826,129.3604,53,4
울산 북구,35.5826,129.3604,60,5
울산 북구,35.5826,129.3604,61,6
울산 북구,35.5826,129.3604,62,7
울산 북구,35.5826,129.3604,54,8
울산 북구,35.5826,129.3604,58,9
울산 북구,35.5826,129.3604,51,10
울산 북구,35.5826,129.3604,71,11
울산 북구,35.5826,129.3604,68,12
울산 울주군,35.5513139,129.1379303,50,1
울산 울주군,35.5513139,129.1379303,49,2
울산 울주군,35.5513139,129.1379303,66,3
울산 울주군,35.5513139,129.1379303,61,4
울산 울주군,35.5513139,129.1379303,68,5
울산 울주군,35.5513139,129.1379303,63,6
울산 울주군,35.5513139,129.1379303,63,7
울산 울주군,35.5513139,129.1379303,59,8
울산 울주군,35.5513139,129.1379303,62,9
울산 울주군,35.5513139,129.1379303,53,10
울산 울주군,35.5513139,129.1379303,62,11
울산 울주군,35.5513139,129.1379303,66,12
세종 세종시,36.5883603,127.2951387,102,1
세종 세종시,36.5883603,127.2951387,77,2
세종 세종시,36.5883603,127.2951387,98,3
세종 세종시,36.5883603,127.2951387,100,4
세종 세종시,36.5883603,127.2951387,124,5
세종 세종시,36.5883603,127.2951387,92,6
세종 세종시,36.5883603,127.2951387,94,7
세종 세종시,36.5883603,127.2951387,108,8
세종 세종시,36.5883603,127.2951387,103,9
세종 세종시,36.5883603,127.2951387,104,10
세종 세종시,36.5883603,127.2951387,136,11
세종 세종시,36.5883603,127.2951387,93,12
